00001_TE_1192x832_8bit_sRGB.png	6	0.750814726	0.998010635	37.28441967	38.44999007	42.46937804	0.724791467	0.998643816	0.064519309	0.997516096	95.563238	37.54106547	6.037	1.12	0.35
00001_TE_1192x832_8bit_sRGB.png	4	0.530007744	0.996593654	34.90248627	36.94909913	41.03848296	0.666461945	0.997472286	0.084334224	0.995517135	94.292605	34.58139288	0.902	1.09	0.35
00001_TE_1192x832_8bit_sRGB.png	3	0.269263036	0.99108839	30.78860104	34.3105162	38.22529618	0.553848684	0.992325604	0.134609416	0.987188578	87.706481	29.36787309	0.84	1.08	0.35
00001_TE_1192x832_8bit_sRGB.png	2	0.131808209	0.974697948	26.68119648	32.54887769	36.78374531	0.429814279	0.980452418	0.216040447	0.964227736	73.780273	24.00686525	0.807	0.99	0.36
00001_TE_1192x832_8bit_sRGB.png	1	0.059442759	0.933894157	23.4773788	31.03800895	34.95021932	0.299968719	0.946977973	0.331211597	0.901313961	49.477011	19.47031684	0.576	2.85	0
00002_TE_1280x848_8bit_sRGB.png	6	0.7408977	0.995420575	31.84694081	37.15663057	38.61225207	0.590193033	0.996574044	0.109628953	0.99296999	91.689868	33.79757275	0.957	1	0.33
00002_TE_1280x848_8bit_sRGB.png	4	0.516575767	0.992289782	29.5702564	35.98684746	37.36561673	0.530842721	0.994177818	0.140589133	0.987730861	88.581264	30.91815895	0.925	1.01	0.33
00002_TE_1280x848_8bit_sRGB.png	3	0.239829009	0.977893889	25.95337726	33.75282205	33.72241392	0.418857247	0.982729554	0.216427878	0.966026604	75.664815	25.43300977	0.873	1.06	0.33
00002_TE_1280x848_8bit_sRGB.png	2	0.128154481	0.954065919	24.01116142	32.39947391	32.38463548	0.34260416	0.968494475	0.283200085	0.932614803	60.981631	21.98815874	0.918	1.01	0.39
00002_TE_1280x848_8bit_sRGB.png	1	0.060524764	0.912157536	22.4751321	30.60550977	30.4688109	0.254709154	0.937117755	0.367890596	0.864737272	40.854541	19.25556502	0.699	1.1	0
00003_TE_3032x1856_8bit_sRGB.png	6	0.798157299	0.992328644	31.61962939	39.39185268	40.16528412	0.580118895	0.999615192	0.12193536	0.991858244	93.049846	32.53688476	9.24	4.63	0.81
00003_TE_3032x1856_8bit_sRGB.png	4	0.53231337	0.990873337	30.71334421	36.97790969	37.85454068	0.548740923	0.9992342	0.146293521	0.988467336	90.732581	30.46730549	6.355	1.76	0.81
00003_TE_3032x1856_8bit_sRGB.png	3	0.259123942	0.977519214	27.63560404	33.12255162	35.08459665	0.451622188	0.99744153	0.21416451	0.97342819	80.235128	25.71825019	5.168	1.71	0.81
00003_TE_3032x1856_8bit_sRGB.png	2	0.131448458	0.950030863	24.87558178	31.56434362	33.33564244	0.355005443	0.99361378	0.300002903	0.940926671	65.015383	21.61267861	7.021	1.87	0.8
00003_TE_3032x1856_8bit_sRGB.png	1	0.065626137	0.902324378	22.74431725	29.88598334	32.03398611	0.264193326	0.984190702	0.404815525	0.879180133	44.689245	18.59052394	3.384	1.55	0
00004_TE_1920x1080_8bit_sRGB.png	6	0.817727623	0.998359621	39.74652076	42.61138221	43.50957709	0.805301011	0.9993608	0.052228376	0.997779787	95.983947	38.46006758	1.58	1.4	0.43
00004_TE_1920x1080_8bit_sRGB.png	4	0.542013889	0.996878445	37.31371	40.85176152	41.70505123	0.745127857	0.998742759	0.071606331	0.995608091	95.055822	35.09108136	1.496	1.34	0.5
00004_TE_1920x1080_8bit_sRGB.png	3	0.268618827	0.99079442	33.27852007	37.99622421	38.3528135	0.62312758	0.995924294	0.120698072	0.986209631	89.165513	29.68610801	1.216	1.13	0.45
00004_TE_1920x1080_8bit_sRGB.png	2	0.127924383	0.976284623	29.34026597	34.45078539	34.30193591	0.488701075	0.98666954	0.197826818	0.961756766	73.497519	24.75565118	1.402	1.08	0.43
00004_TE_1920x1080_8bit_sRGB.png	1	0.064309414	0.945184588	26.14197569	32.51801183	32.02361357	0.361808419	0.965014875	0.294662029	0.910749137	53.298975	20.82770599	1.279	1.11	0
00005_TE_3680x2456_8bit_sRGB.png	0.75.png	0.81943	0.99590153	36.47123833	42.30101184	47.66398237	0.6280936	0.99983358	0.08559506	0.99434018	93.610872	37.43756648	1.7	1.13	1.13
00005_TE_3680x2456_8bit_sRGB.png	0.50.png	0.54611	0.98955315	34.06331735	40.58347121	46.61219923	0.55818492	0.99962848	0.11114851	0.98985237	91.81651	33.55084746	1.91	1.18	1.18
00005_TE_3680x2456_8bit_sRGB.png	0.25.png	0.26547	0.97834045	31.01938261	38.23242713	44.99471114	0.44274935	0.99887764	0.16799615	0.97312123	81.693695	28.87832283	1.36	1.13	1.13
00005_TE_3680x2456_8bit_sRGB.png	0.12.png	0.13162	0.95042461	28.39807479	36.66893193	43.44001818	0.33666414	0.99689239	0.23647432	0.93845242	67.204042	24.88208318	1.58	1.18	1.18
00005_TE_3680x2456_8bit_sRGB.png	0.06.png	0.0652	0.90947807	26.39570068	34.80512976	40.88923198	0.23794553	0.99246198	0.31374124	0.87426943	47.015012	21.94809132	1.43	1.17	1.17
00006_TE_2192x1520_8bit_sRGB.png	0.75.png	0.72019	0.9942264	33.07887167	41.58554089	43.70763504	0.60253894	0.99940783	0.11820936	0.99135369	91.350349	33.62283455	0.68	0.56	0.56
