00001_TE_1192x832_8bit_sRGB.png	0.75	0.809579892	0.995675683	37.32371911	40.12878243	43.10178443	0.705520928	0.996385753	0.079407789	0.995330811	91.934165	35.76956733	543.368597	1.791634	0
00001_TE_1192x832_8bit_sRGB.png	0.5	0.516649458	0.992715716	34.29165346	37.93574662	41.43501281	0.624223173	0.992601156	0.108334236	0.991320014	87.610198	32.42696418	463.30458	1.632126	0
00001_TE_1192x832_8bit_sRGB.png	0.25	0.245523038	0.981122792	29.7601239	35.14761107	38.78420937	0.489221692	0.98026675	0.177888945	0.9755463	74.635051	27.20792974	320.881629	1.647254	0
00001_TE_1192x832_8bit_sRGB.png	0.12	0.121386164	0.954070508	26.18261453	33.44023007	36.77144581	0.367880195	0.958002925	0.26752755	0.93733114	57.461597	22.82987476	214.67243	1.582772	0
00001_TE_1192x832_8bit_sRGB.png	0.06	0.063242127	0.909099519	23.59604463	32.14525981	35.52597183	0.273354501	0.924185216	0.364155084	0.871648669	40.315444	19.53325773	106.955902	1.702752	0
00002_TE_1280x848_8bit_sRGB.png	0.75	0.767342276	0.988860309	33.3750136	38.29067636	40.78288773	0.578664839	0.992826343	0.12862502	0.986131549	87.907111	32.35330323	599.42061	1.144454	0
00002_TE_1280x848_8bit_sRGB.png	0.5	0.524005012	0.980792522	30.89151259	37.00244511	39.4200771	0.501939118	0.987522781	0.168053389	0.975423992	82.225161	29.58177153	500.274298	1.408881	0
00002_TE_1280x848_8bit_sRGB.png	0.25	0.244693396	0.953615487	27.1776983	34.95463288	37.11832951	0.37434262	0.968764186	0.251654208	0.938161433	67.058184	25.12500735	343.433759	1.553553	0
00002_TE_1280x848_8bit_sRGB.png	0.12	0.118676297	0.915357888	24.77387448	33.33532606	35.21194266	0.283975154	0.941383839	0.33153221	0.882023394	51.149553	21.9784251	209.565708	0.89945	0
00002_TE_1280x848_8bit_sRGB.png	0.06	0.053758844	0.861800253	22.83379512	32.01526905	33.33919332	0.208160162	0.90011245	0.419140726	0.795903683	33.882612	19.29097524	110.85171	1.613345	0
00003_TE_3032x1856_8bit_sRGB.png	0.75	0.72693141	0.988593221	32.29355062	39.54429682	40.45508406	0.57954675	0.999081373	0.141475543	0.988247335	89.318212	31.51973269	4063.265746	2.880593	0
00003_TE_3032x1856_8bit_sRGB.png	0.5	0.492390081	0.982919693	30.67506957	38.12093475	39.17170766	0.524187207	0.9981969	0.172631457	0.981863976	84.405276	29.10446207	3560.024403	3.1645	0
00003_TE_3032x1856_8bit_sRGB.png	0.25	0.250705122	0.965333581	27.91009113	35.61137852	36.60651115	0.426110715	0.994550109	0.242352068	0.961372674	70.890975	25.18608275	2270.358466	4.0929	0
00003_TE_3032x1856_8bit_sRGB.png	0.12	0.118715028	0.927530289	25.09016134	33.02970429	34.35150947	0.322261065	0.98553586	0.341114789	0.915961623	52.412585	21.41060584	1131.829591	3.919764	0
00003_TE_3032x1856_8bit_sRGB.png	0.06	0.058768254	0.870879233	22.88632313	30.99761422	32.69196499	0.240313426	0.969714522	0.445313781	0.847464323	36.027777	18.58136981	598.85777	2.439169	0
00004_TE_1920x1080_8bit_sRGB.png	0.75	0.795891204	0.996394455	40.04028347	44.78185649	45.49709106	0.77972585	0.998834074	0.06784457	0.995533764	93.940015	37.31771226	1397.167191	2.559482	0
00004_TE_1920x1080_8bit_sRGB.png	0.5	0.524915123	0.993127823	37.21190002	42.66943775	43.45225491	0.700882733	0.99731636	0.093873926	0.990943551	90.817935	33.87570506	1090.987224	2.320763	0
00004_TE_1920x1080_8bit_sRGB.png	0.25	0.268811728	0.982527018	33.10932733	39.68435226	40.44953465	0.569392323	0.991724372	0.150041059	0.975534141	81.0365	28.96214669	709.91601	2.231623	0
00004_TE_1920x1080_8bit_sRGB.png	0.12	0.129560185	0.957267582	29.18999228	36.82168658	37.44067951	0.429453969	0.976319969	0.234685659	0.938283086	63.00535	24.34297063	404.715361	2.159738	0
00004_TE_1920x1080_8bit_sRGB.png	0.06	0.05695216	0.903008699	25.46974791	34.28581426	34.30488876	0.295120984	0.942040861	0.354162335	0.85652101	39.62011	20.06678222	157.199031	2.006628	0
00005_TE_3680x2456_8bit_sRGB.png	0.75	0.792839187	0.989348769	37.02241145	44.55098872	47.98131617	0.616682708	0.999652326	0.103477575	0.98946476	91.757869	35.81641899	4301.4298	3.623907	0
00005_TE_3680x2456_8bit_sRGB.png	0.5	0.546601933	0.982135057	34.99183344	43.02596927	47.18924348	0.540264726	0.999320388	0.131825745	0.981272221	88.090959	33.14270262	4141.666195	3.269304	0
00005_TE_3680x2456_8bit_sRGB.png	0.25	0.239022447	0.954094052	31.23392064	40.08003362	45.7050249	0.386657834	0.997564912	0.206398591	0.945523798	73.955367	28.16118662	2638.307974	5.053763	0
00005_TE_3680x2456_8bit_sRGB.png	0.12	0.128391871	0.92010808	28.96005708	38.38765957	44.86539637	0.289027154	0.994358838	0.270238668	0.897595346	59.016598	25.17303951	1650.418336	4.731405	0
00005_TE_3680x2456_8bit_sRGB.png	0.06	0.064481837	0.868182838	26.88468283	36.92323825	43.91407636	0.201617926	0.987019479	0.34569636	0.819888234	41.668465	22.46976388	860.243219	4.435026	0
00006_TE_2192x1520_8bit_sRGB.png	0.75	0.812639262	0.990318775	34.1102331	43.54485278	44.74887883	0.607141733	0.998900533	0.12506403	0.988772511	89.002093	32.92630289	2142.61262	3.192051	0
00006_TE_2192x1520_8bit_sRGB.png	0.5	0.491670668	0.979754448	31.25243577	41.6500354	43.01836574	0.51362294	0.997405887	0.174836278	0.976150632	81.931687	29.37214583	1726.780248	3.595522	0
00006_TE_2192x1520_8bit_sRGB.png	0.25	0.272017864	0.958166182	28.56933166	39.5891155	41.27337124	0.417330682	0.993776143	0.241197363	0.949942231	69.878693	25.96386077	1237.408146	2.817817	0
00006_TE_2192x1520_8bit_sRGB.png	0.12	0.114961103	0.901551902	25.67816866	37.02298793	39.19181806	0.298654824	0.983226836	0.347690701	0.876972139	48.931373	22.06205159	641.801454	2.558766	0
00006_TE_2192x1520_8bit_sRGB.png	0.06	0.065991164	0.849667728	24.28123088	35.56724954	38.11009742	0.236503974	0.970815063	0.418691546	0.805824995	35.462883	20.11853156	354.735215	2.624412	0
