00001_TE_1192x832_8bit_sRGB.png	6	0.75078	0.99801	37.2861	38.451278	42.473179	0.72479	0.998646	0.064518	0.997516	95.568482	37.542215	6.66	0.34	0.35
00001_TE_1192x832_8bit_sRGB.png	7	0.54879	0.996744	35.155449	37.040064	41.148077	0.672714	0.997525	0.082214	0.995751	94.485669	34.875999	0.81	0.34	0.35
00001_TE_1192x832_8bit_sRGB.png	11	0.25233	0.99034	30.398508	34.126575	38.075132	0.541663	0.991755	0.140985	0.986061	86.433369	28.835724	0.7	0.26	0.35
00001_TE_1192x832_8bit_sRGB.png	13	0.12798	0.971139	26.222739	32.495431	36.613937	0.418244	0.980086	0.222947	0.960364	73.152433	23.494503	0.64	0.27	0.36
00001_TE_1192x832_8bit_sRGB.png	15	0.065396	0.940072	23.873733	31.242754	35.188976	0.314771	0.952978	0.314424	0.911971	53.127341	20.018517	65.09	0.319579	0
00002_TE_1280x848_8bit_sRGB.png	7	0.7409	0.995421	31.846878	37.156262	38.611969	0.590198	0.996574	0.109628	0.99297	91.689119	33.797362	0.87	0.38	0.33
00002_TE_1280x848_8bit_sRGB.png	8	0.51649	0.992288	29.570696	35.980667	37.372374	0.530873	0.994183	0.140542	0.987731	88.584844	30.91819	0.84	0.32	0.33
00002_TE_1280x848_8bit_sRGB.png	12	0.23981	0.977894	25.953403	33.752583	33.72213	0.418858	0.982726	0.216421	0.966027	75.659968	25.432863	0.92	0.32	0.33
00002_TE_1280x848_8bit_sRGB.png	14	0.12459	0.950156	23.805076	32.128134	32.221865	0.338148	0.967254	0.285798	0.929202	60.262089	21.6665	0.73	0.3	0.39
00002_TE_1280x848_8bit_sRGB.png	15	0.065618	0.917501	22.662735	30.762762	30.649028	0.26444	0.941246	0.354462	0.873674	43.612496	19.581994	65.98	0.46411	0
00003_TE_3032x1856_8bit_sRGB.png	7	0.7258	0.993871	32.011329	38.359694	39.15621	0.585844	0.999532	0.12498	0.991623	92.490529	32.619371	1.22	0.81	0.81
00003_TE_3032x1856_8bit_sRGB.png	8	0.51487	0.990499	30.578129	36.872185	37.753459	0.544635	0.999174	0.148988	0.988041	90.431664	30.238786	1.22	0.81	0.81
00003_TE_3032x1856_8bit_sRGB.png	12	0.25	0.976638	27.489766	33.023856	34.954468	0.446452	0.997282	0.218332	0.972343	79.427693	25.496147	0.99	0.81	0.81
00003_TE_3032x1856_8bit_sRGB.png	14	0.12692	0.948104	24.691267	31.539636	33.42338	0.349943	0.993215	0.305404	0.93843	63.482873	21.382194	0.8	0.8	0.8
00003_TE_3032x1856_8bit_sRGB.png	15	0.065328	0.902413	22.744264	29.9093	32.0167	0.264542	0.984517	0.404156	0.87946	44.573675	18.587549	202.52	0.737143	0
00004_TE_1920x1080_8bit_sRGB.png	4	0.80986	0.998757	40.368033	42.582922	43.467489	0.813864	0.999464	0.050544	0.997965	95.856051	39.546844	0.5	0.43	0.43
00004_TE_1920x1080_8bit_sRGB.png	6	0.54211	0.99688	37.313054	40.85105	41.70253	0.745116	0.998735	0.071511	0.99561	95.081852	35.127212	0.62	0.5	0.5
00004_TE_1920x1080_8bit_sRGB.png	8	0.2686	0.990806	33.285449	38.001589	38.392165	0.623062	0.995938	0.12057	0.986225	89.190035	29.734148	0.49	0.45	0.45
00004_TE_1920x1080_8bit_sRGB.png	14	0.12927	0.976886	29.362017	34.469159	34.410184	0.488351	0.987004	0.197875	0.962041	73.072763	24.826051	0.43	0.43	0.43
00004_TE_1920x1080_8bit_sRGB.png	15	0.065309	0.946731	26.291026	32.691218	32.282156	0.367486	0.966507	0.288631	0.91288	53.875358	21.042949	81.35	0.430394	0
00005_TE_3680x2456_8bit_sRGB.png	6	0.81943	0.995902	36.471238	42.301012	47.663982	0.628094	0.999834	0.085595	0.99434	93.610872	37.437566	1.7	1.13	1.13
00005_TE_3680x2456_8bit_sRGB.png	7	0.54611	0.989553	34.063317	40.583471	46.612199	0.558185	0.999628	0.111149	0.989852	91.81651	33.550847	1.91	1.18	1.18
00005_TE_3680x2456_8bit_sRGB.png	11	0.26547	0.97834	31.019383	38.232427	44.994711	0.442749	0.998878	0.167996	0.973121	81.693695	28.878323	1.36	1.13	1.13
00005_TE_3680x2456_8bit_sRGB.png	14	0.13162	0.950425	28.398075	36.668932	43.440018	0.336664	0.996892	0.236474	0.938452	67.204042	24.882083	1.58	1.18	1.18
00005_TE_3680x2456_8bit_sRGB.png	13	0.064574	0.907278	26.112841	36.101654	43.152195	0.235393	0.994321	0.312638	0.869017	44.637977	21.568234	354.18	0.864722	1
00006_TE_2192x1520_8bit_sRGB.png	7	0.72019	0.994226	33.078872	41.585541	43.707635	0.602539	0.999408	0.118209	0.991354	91.350349	33.622835	0.68	0.56	0.56
00006_TE_2192x1520_8bit_sRGB.png	8	0.51767	0.990462	31.236909	40.289426	42.499561	0.551744	0.998959	0.147302	0.986063	88.538663	31.051271	0.63	0.56	0.56
00006_TE_2192x1520_8bit_sRGB.png	12	0.25526	0.97284	28.051548	36.898531	39.925033	0.44515	0.996469	0.222192	0.964284	76.234547	26.275812	0.57	0.56	0.56
00006_TE_2192x1520_8bit_sRGB.png	13	0.13107	0.935334	25.737415	35.039616	37.85372	0.355448	0.991996	0.299165	0.921287	60.415846	22.659623	0.58	0.55	0.55
00006_TE_2192x1520_8bit_sRGB.png	14	0.0644	0.883034	24.120703	33.581771	36.941999	0.260299	0.981214	0.388817	0.845323	38.976192	20.030528	122.79	0.54	0.54
00007_TE_1248x832_8bit_sRGB.png	6	0.7578	0.997197	36.200272	40.171974	43.047426	0.697568	0.998266	0.073813	0.996636	95.071536	37.158266	0.38	0.32	0.32
00007_TE_1248x832_8bit_sRGB.png	7	0.54177	0.995339	34.039144	38.368646	41.502819	0.640557	0.996833	0.093559	0.99437	94.007358	34.437201	0.3	0.31	0.31
00007_TE_1248x832_8bit_sRGB.png	10	0.25987	0.986979	29.81619	35.853285	39.009559	0.512158	0.989951	0.149411	0.983909	87.576156	29.093815	0.31	0.32	0.32
00007_TE_1248x832_8bit_sRGB.png	14	0.11314	0.968472	26.15234	33.546363	36.088648	0.400652	0.974113	0.225944	0.958749	73.099446	24.167743	0.31	0.32	0.32
00007_TE_1248x832_8bit_sRGB.png	15	0.065882	0.945212	24.772519	32.203354	34.510359	0.330289	0.954273	0.281998	0.930152	61.424672	21.94082	53.08	0.328603	0
00008_TE_2464x1640_8bit_sRGB.png	6	0.72549	0.995373	36.930971	45.927207	46.586121	0.615417	0.999737	0.087297	0.993138	93.273956	38.050357	1.01	0.64	0.64
00008_TE_2464x1640_8bit_sRGB.png	7	0.50086	0.992344	35.165949	44.910528	45.544673	0.55996	0.999521	0.108015	0.988817	91.782435	35.414713	0.91	0.64	0.64
00008_TE_2464x1640_8bit_sRGB.png	8	0.27358	0.98121	32.785436	43.729394	44.387286	0.479547	0.998812	0.144529	0.976796	86.549018	31.347996	0.76	0.66	0.66
00008_TE_2464x1640_8bit_sRGB.png	13	0.12415	0.965633	30.527257	41.290079	42.40501	0.386681	0.99626	0.200973	0.947273	73.203258	27.658082	0.76	0.63	0.63
00008_TE_2464x1640_8bit_sRGB.png	11	0.064897	0.94078	28.995828	40.492516	41.691069	0.307683	0.992371	0.249038	0.901214	58.470957	25.13908	93.84	0.457232	1
00009_TE_1536x1024_8bit_sRGB.png	7	0.81564	0.996221	31.226393	34.700343	34.472428	0.56703	0.998378	0.111908	0.993923	91.794952	33.068791	0.43	0.4	0.4
00009_TE_1536x1024_8bit_sRGB.png	9	0.4866	0.991471	27.971999	32.923674	33.636148	0.474575	0.996656	0.161321	0.985938	87.213531	28.911337	0.71	0.4	0.4
00009_TE_1536x1024_8bit_sRGB.png	12	0.26152	0.979634	25.411777	31.12858	32.619698	0.383216	0.991551	0.226516	0.968271	77.361185	24.7323	0.33	0.4	0.4
00009_TE_1536x1024_8bit_sRGB.png	14	0.12835	0.946661	23.003481	29.931935	32.116314	0.291785	0.977406	0.309483	0.926993	62.113012	20.651919	0.38	0.38	0.38
00009_TE_1536x1024_8bit_sRGB.png	15	0.064713	0.909004	21.633599	29.051431	31.498054	0.21606	0.953946	0.396232	0.862731	42.882657	18.224006	67.15	0.373506	0
